Constraint,Support,cluster
Existence1[Declaration SUBMITTED by EMPLOYEE] | |,0.8269230769230769,-1
"Not Chain Response[Declaration SUBMITTED by EMPLOYEE, Request Payment] | |",0.8269230769230769,-1
"Choice[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.8269230769230769,-1
"Choice[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.8269230769230769,-1
"Choice[Declaration REJECTED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Choice[Declaration REJECTED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Choice[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.8269230769230769,-1
"Choice[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by BUDGET OWNER] | |",0.8269230769230769,-1
"Choice[Declaration REJECTED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Choice[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by EMPLOYEE] | |",0.8269230769230769,-1
"Choice[Declaration REJECTED by EMPLOYEE, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Not Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by BUDGET OWNER] | |",0.8269230769230769,-1
"Not Chain Precedence[Declaration APPROVED by PRE_APPROVER, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Choice[Declaration REJECTED by PRE_APPROVER, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Choice[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by PRE_APPROVER] | |",0.8269230769230769,-1
"Choice[Declaration APPROVED by PRE_APPROVER, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Choice[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by PRE_APPROVER] | |",0.8269230769230769,-1
"Not Chain Precedence[Declaration APPROVED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Choice[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.8269230769230769,-1
"Choice[Declaration APPROVED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Not Chain Precedence[Declaration APPROVED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Choice[Declaration APPROVED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Not Chain Precedence[Request Payment, Declaration SUBMITTED by EMPLOYEE] | |",0.8269230769230769,-1
"Not Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.8269230769230769,-1
Init[Declaration SUBMITTED by EMPLOYEE] | |,0.8269230769230769,-1
"Not Chain Precedence[Declaration REJECTED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE] | |",0.8256410256410256,-1
"Not Chain Precedence[Declaration REJECTED by PRE_APPROVER, Declaration SUBMITTED by EMPLOYEE] | |",0.8256410256410256,-1
"Not Chain Precedence[Declaration REJECTED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.8243589743589743,-1
"Not Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by EMPLOYEE] | |",0.8217948717948718,-1
"Not Chain Precedence[Declaration REJECTED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.8179487179487179,-1
"Not Precedence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.8153846153846154,-1
"Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.8141025641025641,-1
"Choice[Declaration REJECTED by EMPLOYEE, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.8141025641025641,-1
"Not Precedence[Declaration APPROVED by PRE_APPROVER, Declaration SUBMITTED by EMPLOYEE] | |",0.8128205128205128,-1
"Not Precedence[Declaration APPROVED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE] | |",0.7923076923076923,-1
"Choice[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.7833333333333333,-1
"Choice[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.7833333333333333,-1
"Choice[Payment Handled, Declaration REJECTED by EMPLOYEE] | |",0.7807692307692308,-1
"Choice[Declaration REJECTED by EMPLOYEE, Payment Handled] | |",0.7807692307692308,-1
"Choice[Declaration REJECTED by EMPLOYEE, Request Payment] | |",0.7756410256410257,-1
"Choice[Request Payment, Declaration REJECTED by EMPLOYEE] | |",0.7756410256410257,-1
"Choice[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.7743589743589744,-1
"Choice[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.7743589743589744,-1
"Choice[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.7730769230769231,-1
"Choice[Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by EMPLOYEE] | |",0.7730769230769231,-1
"Choice[Declaration REJECTED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.7730769230769231,-1
"Choice[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.7730769230769231,-1
"Not Precedence[Declaration REJECTED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE] | |",0.7717948717948718,-1
"Choice[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by PRE_APPROVER] | |",0.7717948717948718,-1
"Choice[Declaration APPROVED by PRE_APPROVER, Declaration REJECTED by EMPLOYEE] | |",0.7717948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.767948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Payment Handled] | |",0.767948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.767948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by PRE_APPROVER] | |",0.767948717948718,-1
"Not Chain Precedence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.767948717948718,-1
"Not Chain Precedence[Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by EMPLOYEE] | |",0.767948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.767948717948718,-1
"Choice[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by PRE_APPROVER] | |",0.767948717948718,-1
Existence1[Declaration REJECTED by EMPLOYEE] | |,0.767948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by BUDGET OWNER] | |",0.767948717948718,-1
"Choice[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by BUDGET OWNER] | |",0.767948717948718,-1
"Choice[Declaration REJECTED by BUDGET OWNER, Declaration REJECTED by EMPLOYEE] | |",0.767948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.767948717948718,-1
"Choice[Declaration REJECTED by PRE_APPROVER, Declaration REJECTED by EMPLOYEE] | |",0.767948717948718,-1
"Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by EMPLOYEE] | |",0.767948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by PRE_APPROVER] | |",0.767948717948718,-1
"Not Chain Precedence[Request Payment, Declaration REJECTED by EMPLOYEE] | |",0.767948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Request Payment] | |",0.767948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.767948717948718,-1
"Not Chain Precedence[Declaration APPROVED by PRE_APPROVER, Declaration REJECTED by EMPLOYEE] | |",0.767948717948718,-1
"Alternate Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by EMPLOYEE] | |",0.767948717948718,-1
"Not Chain Precedence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.767948717948718,-1
"Responded Existence[Declaration REJECTED by EMPLOYEE, Declaration SUBMITTED by EMPLOYEE] | |",0.767948717948718,-1
"Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by EMPLOYEE] | |",0.767948717948718,-1
"Not Chain Precedence[Payment Handled, Declaration REJECTED by EMPLOYEE] | |",0.7666666666666667,-1
"Not Precedence[Request Payment, Declaration REJECTED by EMPLOYEE] | |",0.7666666666666667,-1
"Not Precedence[Payment Handled, Declaration REJECTED by EMPLOYEE] | |",0.7666666666666667,-1
"Not Precedence[Declaration REJECTED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.764102564102564,-1
"Not Precedence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.764102564102564,-1
"Not Chain Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by EMPLOYEE] | |",0.7628205128205128,-1
"Not Response[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by PRE_APPROVER] | |",0.7615384615384615,-1
"Not Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.7589743589743589,-1
"Exclusive Choice[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by BUDGET OWNER] | |",0.7551282051282051,-1
"Exclusive Choice[Declaration REJECTED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE] | |",0.7551282051282051,-1
"Not Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by BUDGET OWNER] | |",0.7551282051282051,-1
"Not Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by BUDGET OWNER] | |",0.7551282051282051,-1
"Not Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.7538461538461538,-1
"Not Precedence[Declaration APPROVED by PRE_APPROVER, Declaration REJECTED by EMPLOYEE] | |",0.7538461538461538,-1
"Not Response[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by BUDGET OWNER] | |",0.7512820512820513,-1
"Not Response[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.7346153846153847,-1
Absence2[Declaration APPROVED by ADMINISTRATION] | |,0.7346153846153847,-1
"Not Precedence[Declaration REJECTED by PRE_APPROVER, Declaration SUBMITTED by EMPLOYEE] | |",0.7333333333333333,-1
"Not Response[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.7307692307692307,-1
"Not Precedence[Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by EMPLOYEE] | |",0.7282051282051282,-1
"Exclusive Choice[Declaration REJECTED by PRE_APPROVER, Declaration SUBMITTED by EMPLOYEE] | |",0.7230769230769231,-1
"Exclusive Choice[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by PRE_APPROVER] | |",0.7230769230769231,-1
"Not Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by PRE_APPROVER] | |",0.7230769230769231,-1
"Not Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by PRE_APPROVER] | |",0.7230769230769231,-1
"Not Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by PRE_APPROVER] | |",0.7230769230769231,-1
"Not Response[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by PRE_APPROVER] | |",0.7205128205128205,-1
"Exclusive Choice[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by PRE_APPROVER] | |",0.7205128205128205,-1
"Exclusive Choice[Declaration APPROVED by PRE_APPROVER, Declaration SUBMITTED by EMPLOYEE] | |",0.7205128205128205,-1
"Not Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by PRE_APPROVER] | |",0.7205128205128205,-1
"Not Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by PRE_APPROVER] | |",0.7205128205128205,-1
Absence1[Declaration REJECTED by ADMINISTRATION] | |,0.6987179487179487,-1
"Not Chain Precedence[Declaration REJECTED by BUDGET OWNER, Declaration REJECTED by EMPLOYEE] | |",0.6974358974358974,-1
"Not Precedence[Declaration REJECTED by BUDGET OWNER, Declaration REJECTED by EMPLOYEE] | |",0.6974358974358974,-1
"Exclusive Choice[Declaration REJECTED by BUDGET OWNER, Declaration REJECTED by EMPLOYEE] | |",0.6961538461538461,-1
"Not Responded Existence[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by BUDGET OWNER] | |",0.6961538461538461,-1
"Exclusive Choice[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by BUDGET OWNER] | |",0.6961538461538461,-1
Exactly1[Declaration REJECTED by EMPLOYEE] | |,0.6807692307692308,-1
"Exclusive Choice[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.6807692307692308,-1
"Not Response[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.6807692307692308,-1
"Not Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.6807692307692308,-1
"Exclusive Choice[Declaration APPROVED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE] | |",0.6807692307692308,-1
"Not Response[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by PRE_APPROVER] | |",0.6692307692307692,-1
"Exclusive Choice[Declaration APPROVED by PRE_APPROVER, Declaration REJECTED by EMPLOYEE] | |",0.6692307692307692,-1
"Exclusive Choice[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by PRE_APPROVER] | |",0.6692307692307692,-1
"Not Responded Existence[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by PRE_APPROVER] | |",0.6653846153846154,-1
"Not Chain Precedence[Declaration REJECTED by PRE_APPROVER, Declaration REJECTED by EMPLOYEE] | |",0.6653846153846154,-1
"Not Responded Existence[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by PRE_APPROVER] | |",0.6641025641025641,-1
"Exclusive Choice[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by PRE_APPROVER] | |",0.6641025641025641,-1
"Not Precedence[Declaration REJECTED by PRE_APPROVER, Declaration REJECTED by EMPLOYEE] | |",0.6641025641025641,-1
"Exclusive Choice[Declaration REJECTED by PRE_APPROVER, Declaration REJECTED by EMPLOYEE] | |",0.6641025641025641,-1
"Not Response[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.6461538461538462,-1
Absence1[Declaration APPROVED by ADMINISTRATION] | |,0.6423076923076924,-1
Absence1[Declaration REJECTED by SUPERVISOR] | |,0.6410256410256411,-1
"Exclusive Choice[Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by EMPLOYEE] | |",0.632051282051282,-1
"Exclusive Choice[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.632051282051282,-1
"Not Responded Existence[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.6269230769230769,-1
"Choice[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by ADMINISTRATION] | |",0.6076923076923076,-1
"Choice[Declaration REJECTED by ADMINISTRATION, Declaration APPROVED by ADMINISTRATION] | |",0.6076923076923076,-1
Absence1[Request Payment] | |,0.5897435897435898,-1
Absence1[Payment Handled] | |,0.5846153846153846,-1
"Exclusive Choice[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by ADMINISTRATION] | |",0.5564102564102564,-1
"Exclusive Choice[Declaration REJECTED by ADMINISTRATION, Declaration APPROVED by ADMINISTRATION] | |",0.5564102564102564,-1
"Not Precedence[Declaration APPROVED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.5525641025641026,-1
Absence1[Declaration FINAL_APPROVED by SUPERVISOR] | |,0.5512820512820513,-1
"Not Precedence[Declaration REJECTED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.5487179487179488,-1
"Choice[Declaration REJECTED by SUPERVISOR, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.5474358974358975,-1
"Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by SUPERVISOR] | |",0.5474358974358975,-1
Absence2[Declaration SUBMITTED by EMPLOYEE] | |,0.5423076923076923,-1
"Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.5282051282051282,-1
"Choice[Declaration APPROVED by ADMINISTRATION, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.5282051282051282,-1
"Not Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.5256410256410257,-1
"Exclusive Choice[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.5256410256410257,-1
"Exclusive Choice[Declaration REJECTED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.5256410256410257,-1
"Not Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.5256410256410257,-1
"Not Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.5256410256410257,-1
"Choice[Declaration REJECTED by SUPERVISOR, Payment Handled] | |",0.5128205128205128,-1
"Choice[Payment Handled, Declaration REJECTED by SUPERVISOR] | |",0.5128205128205128,-1
"Choice[Request Payment, Declaration REJECTED by SUPERVISOR] | |",0.5089743589743589,-1
"Choice[Declaration REJECTED by SUPERVISOR, Request Payment] | |",0.5089743589743589,-1
"Choice[Declaration APPROVED by ADMINISTRATION, Request Payment] | |",0.4987179487179487,-1
"Choice[Request Payment, Declaration APPROVED by ADMINISTRATION] | |",0.4987179487179487,-1
"Choice[Payment Handled, Declaration APPROVED by ADMINISTRATION] | |",0.4948717948717949,-1
"Choice[Declaration APPROVED by ADMINISTRATION, Payment Handled] | |",0.4948717948717949,-1
"Not Response[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.4897435897435897,-1
"Exclusive Choice[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.4794871794871795,-1
"Exclusive Choice[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.4794871794871795,-1
"Not Chain Precedence[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.4743589743589743,-1
"Not Responded Existence[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.473076923076923,-1
"Not Precedence[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.473076923076923,-1
"Exclusive Choice[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.4692307692307692,-1
"Exclusive Choice[Declaration APPROVED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.4692307692307692,-1
"Not Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.4692307692307692,-1
"Not Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.4692307692307692,-1
"Not Response[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.4692307692307692,-1
"Not Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.4679487179487179,-1
"Not Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.4679487179487179,-1
"Exclusive Choice[Declaration REJECTED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.4679487179487179,-1
"Exclusive Choice[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.4679487179487179,-1
"Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by BUDGET OWNER] | |",0.4666666666666667,-1
"Choice[Declaration REJECTED by BUDGET OWNER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4666666666666667,-1
"Choice[Declaration APPROVED by BUDGET OWNER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4602564102564102,-1
"Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by BUDGET OWNER] | |",0.4602564102564102,-1
"Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by PRE_APPROVER] | |",0.4589743589743589,-1
"Choice[Declaration REJECTED by PRE_APPROVER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4589743589743589,-1
Existence2[Declaration SUBMITTED by EMPLOYEE] | |,0.4576923076923077,-1
"Choice[Declaration APPROVED by PRE_APPROVER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4525641025641025,-1
"Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by PRE_APPROVER] | |",0.4525641025641025,-1
"Choice[Declaration FINAL_APPROVED by SUPERVISOR, Payment Handled] | |",0.4512820512820513,-1
"Choice[Payment Handled, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4512820512820513,-1
"Choice[Request Payment, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4512820512820513,-1
"Choice[Declaration FINAL_APPROVED by SUPERVISOR, Request Payment] | |",0.4512820512820513,-1
"Not Chain Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by PRE_APPROVER] | |",0.4487179487179487,-1
"Not Chain Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.4487179487179487,-1
"Not Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by BUDGET OWNER] | |",0.4487179487179487,-1
"Not Precedence[Payment Handled, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Chain Precedence[Payment Handled, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Chain Precedence[Declaration REJECTED by EMPLOYEE, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Chain Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.4487179487179487,-1
"Not Chain Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by BUDGET OWNER] | |",0.4487179487179487,-1
"Not Chain Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by PRE_APPROVER] | |",0.4487179487179487,-1
"Not Precedence[Request Payment, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Chain Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.4487179487179487,-1
Existence1[Declaration FINAL_APPROVED by SUPERVISOR] | |,0.4487179487179487,-1
"Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Responded Existence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.4487179487179487,-1
"Response[Declaration SUBMITTED by EMPLOYEE, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Chain Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by BUDGET OWNER] | |",0.4487179487179487,-1
"Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Chain Precedence[Request Payment, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Alternate Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Chain Precedence[Declaration REJECTED by SUPERVISOR, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Chain Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Chain Precedence[Declaration REJECTED by PRE_APPROVER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Chain Precedence[Declaration REJECTED by BUDGET OWNER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.4487179487179487,-1
"Not Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by BUDGET OWNER] | |",0.4474358974358974,-1
"Not Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by PRE_APPROVER] | |",0.4474358974358974,-1
"Not Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by SUPERVISOR] | |",0.4474358974358974,-1
"Not Response[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.4448717948717948,-1
